"research_id","status_id","date_at","history_note","instant_name","history_id"
74,3,"2010-06-22","Presento informe al 21/06/2010","En Ejecucion",275
74,3,"2010-09-20","Presento informe al 20/09/2010","En Ejecucion",276
74,3,"2010-12-22","Presento informe al 20/12/2010","En Ejecucion",277
74,3,"2011-09-27","Presento informe al 18/09/2011","En Ejecucion",278
74,3,"2011-12-26","Presento informe al 18/12/2011","En Ejecucion",279
74,3,"2012-06-22","Presento informe al 20/06/2012","En Ejecucion",280
74,3,"2012-10-09","Presento informe al 20/09/2012","En Ejecucion",281
74,4,"2013-03-21","Presento informe al 21/03/2013","Culminado",282
75,2,"2010-03-19","Nuevo al 22/03/2010","Nuevo",283
75,3,"2010-06-21","Presento informe al 21/06/2010","En Ejecucion",284
75,3,"2010-09-17","Presento informe al 20/09/2010","En Ejecucion",285
75,4,"2010-12-22","Presento informe final y Art. Cientif. + CDal 20/12/2010","Culminado",286
76,2,"2010-03-31","Nuevo al 22/03/2010","Nuevo",287
76,3,"2010-12-22","Presento informe al 20/12/2010 y solicita ampl. de  2 trimestres","En Ejecucion",288
76,4,"2011-03-21","Presento informe final y Art. Cientif. al 18/03/2011","Culminado",289
77,2,"2012-03-15","Nuevo al 20/03/2012","Nuevo",290
77,3,"2012-06-26","Presento informe al 20/06/2012","En Ejecucion",291
77,3,"2012-10-09","Presento informe al 20/09/2012","En Ejecucion",294
77,3,"2012-12-18","Presento informe al 18/12/2012","En Ejecucion",295
77,3,"2013-09-24","Presento informe al 20/09/2013","En Ejecucion",296
77,3,"2013-12-17","Presento informe al 20/12/2013","En Ejecucion",297
77,3,"2014-03-20","Presento informe al 20/03/2014","En Ejecucion",298
77,3,"2014-06-20","Presento informe al 20/06/2014","En Ejecucion",299
77,3,"2014-09-26","Presento informe al 19/09/2014","En Ejecucion",300
77,3,"2014-12-18","Presento informe al 19/12/2014","En Ejecucion",301
77,3,"2015-03-19","Presento informe al 20/03/2015","En Ejecucion",292
77,3,"2015-06-22","Presento informe al 19/06/2015","En Ejecucion",293
77,3,"2015-09-17","En Ejecucion al 17-09-2015 presento :  -Informe Trimestral","En Ejecucion",4647
77,3,"2015-12-18","En Ejecucion al 18-12-2015 presento :  -Informe Trimestral -Carta","En Ejecucion",5233
77,3,"2016-03-28","En Ejecucion al 28-03-2016 presento :  -Informe Trimestral -Carta","En Ejecucion",6329
77,3,"2016-03-30","En Ejecucion al 30-03-2016 presento :  -Informe Trimestral -Carta","En Ejecucion",6307
77,3,"2016-06-27","En Ejecucion al 27-06-2016 presento :  -Informe Trimestral -Carta","En Ejecucion",7442
77,3,"2016-09-30","En Ejecucion al 30-09-2016 presento :  -Carta N° 002/2016-UI-FA-UNAS","En Ejecucion",7951
77,3,"2016-12-22","En Ejecucion al 22-12-2016 presento :  CARTA N° 027/2016-UI-FA-UNAS","En Ejecucion",8409
77,3,"2017-03-29","En Ejecucion al 29-03-2017 presento :  -Informe Trimestral -Carta N° 001/2017-UI-FA-UNAS","En Ejecucion",8541
77,3,"2017-06-30","En Ejecucion al 30-06-2017 presento :  -Informe Trimestral -Carta","En Ejecucion",8632
77,3,"2017-09-30","En Ejecucion al 30-09-2017 presento :  -Informe Trimestral -Carta","En Ejecucion",8747
77,3,"2018-06-28","En Ejecucion al 28-06-2018 presento :  -Informe Trimestral -Carta","En Ejecucion",9309
77,3,"2018-12-28","En Ejecucion al 28-12-2018 presento :  -Informe Trimestral -Carta","En Ejecucion",9589
77,3,"2019-03-29","En Ejecucion al 29-03-2019 presento :  -Informe Trimestral -Carta","En Ejecucion",9736
77,3,"2019-06-28","En Ejecucion al 28-06-2019 presento :  -Informe Trimestral -Carta","En Ejecucion",10007
77,3,"2019-09-27","En Ejecucion al 27-09-2019 presento :  -Informe Trimestral -Carta","En Ejecucion",10192
77,3,"2019-12-27","En Ejecucion al 27-12-2019 presento :  -Informe Trimestral -Carta","En Ejecucion",10335
77,3,"2020-06-20","En Ejecucion al 11-08-2020 presento :  -Informe Trimestral -Carta","En Ejecucion",10524
77,3,"2020-07-31","En Ejecucion al 31-07-2020 presento :  -Informe Trimestral -Carta","En Ejecucion",10525
77,3,"2020-09-30","En Ejecucion al 30-09-2020 presento :  -Informe Trimestral -Carta","En Ejecucion",10850
77,3,"2020-12-30","En Ejecucion al 30-12-2020 presento :  -Informe Trimestral -Carta","En Ejecucion",10922
78,2,"2013-01-17","Nuevo al 21/03/2013","Nuevo",302
78,4,"2014-02-28","Culminado al 28-02-2014 presento :  -Informe final -Articulo cientifico","Culminado",9102
89,2,"1994-02-20","Inicio de investigacion","Nuevo",8088
89,4,"2002-05-07","Culminado al 07-05-2002 presento :  -Informe final","Culminado",8089
120,3,"2007-03-09","Presento informe al 18/12/2006","En Ejecucion",303
120,3,"2007-03-22","No presento informe al 20/03/2007","En Ejecucion",304
120,3,"2007-06-20","No presento informe al 20/06/2007","En Ejecucion",305
120,3,"2007-09-20","Presento A.C. al 20/09/2007","En Ejecucion",306
120,4,"2007-12-20","Culminado al 20-12-2007 presento :  -Informe final -Articulo cientifico","Culminado",9134
122,3,"2007-03-09","Presento informe al 18/12/2006","En Ejecucion",307
122,3,"2007-03-22","Presento informe al 20/03/2007","En Ejecucion",308
122,3,"2007-06-20","Presento informe al 20/06/2007","En Ejecucion",309
122,3,"2007-09-26","Presento informe al 20/09/2007","En Ejecucion",310
122,3,"2007-12-20","Presento informe al 20/12/2007","En Ejecucion",311
122,3,"2008-03-24","Presento informe al 20/03/2008","En Ejecucion",312
122,3,"2008-06-26","Presento informe al 20/06/2008","En Ejecucion",313
122,4,"2008-09-20","Culminado al 20-09-2008 presento :  -Informe final -Articulo cientifico","Culminado",9120
122,3,"2008-09-26","Presento informe al 20/09/2008","En Ejecucion",314
122,3,"2008-12-30","Presento informe al 20/12/2008","En Ejecucion",315
123,2,"2006-06-20","Nuevo al 20/06/2006","Nuevo",316
123,3,"2006-12-18","Presento informe al 18/12/2006","En Ejecucion",317
123,3,"2007-03-20","Presento informe al 20/03/2007","En Ejecucion",318
123,3,"2007-06-20","Presento informe al 20/06/2007","En Ejecucion",319
123,4,"2007-07-17","Culminado al 17-07-2007 presento :  -Informe final -Articulo cientifico","Culminado",9109
124,3,"2007-03-22","Presento informe al 20/03/2007","En Ejecucion",320
124,3,"2007-06-20","No presento informe al 20/06/2007","En Ejecucion",321
124,3,"2007-09-26","No presento informe al 20/09/2007","En Ejecucion",322
124,3,"2007-11-07","Presento A.C. al 20/12/2007","En Ejecucion",323
124,4,"2007-11-07","Culminado al 07-11-2007 presento :  -Articulo cientifico","Culminado",8054
125,3,"2007-03-09","Presento informe al 18/12/2006","En Ejecucion",324
125,3,"2007-03-21","Presento informe al 20/03/2007","En Ejecucion",325
125,3,"2007-06-19","Presento informe al 20/06/2007","En Ejecucion",326
125,3,"2007-09-21","Presento informe al 20/09/2007","En Ejecucion",327
125,3,"2007-12-20","Presento A.C. al 20/12/2007","En Ejecucion",328
125,4,"2007-12-20","Culminado al 20-12-2007 presento :  -Informe final -Articulo cientifico","Culminado",9110
126,5,"2007-03-09","Presento carta informando que el mencionado proyecto queda en stand by. Por motivo de año sabatico al 20/09/06","Suspendido",3271
126,5,"2007-03-22","No presento informe al 20/03/2007","Suspendido",3272
126,5,"2007-06-20","No presento informe al 20/06/2007","Suspendido",3273
126,5,"2007-09-26","No presento informe al 20/09/2007. Stand by","Suspendido",3274
127,3,"2007-03-09","Presento informe al 18/12/2006","En Ejecucion",329
127,3,"2007-03-20","Presento informe al 20/03/2007","En Ejecucion",330
127,3,"2007-06-20","Presento informe al 20/06/2007","En Ejecucion",331
127,3,"2007-09-20","Presento informe al 20/09/2007","En Ejecucion",332
127,3,"2007-12-17","Presento A.C. al 20/12/2007","En Ejecucion",333
127,4,"2007-12-20","Culminado al 20-12-2007 presento :  -Informe final -Articulo cientifico","Culminado",9125
128,2,"2007-03-30","Nuevo al 20/06/2007","Nuevo",334
128,2,"2007-03-30","Nuevo al 20/06/2007","Nuevo",4841
128,3,"2007-09-26","No presento informe al 20/09/2007","En Ejecucion",335
128,3,"2008-01-04","Presento informe al 20/12/2007","En Ejecucion",337
128,3,"2008-03-19","Presento informe al 20/03/2008","En Ejecucion",338
128,3,"2008-06-20","Presento informe al 20/06/2008","En Ejecucion",339
128,3,"2008-09-22","Presento informe al 20/09/2008","En Ejecucion",340
128,3,"2008-12-22","Presento informe al 20/12/2008","En Ejecucion",341
128,3,"2009-03-23","Presento informe al 20/03/2009","En Ejecucion",342
128,3,"2009-09-21","Presento informe al 20/09/2009","En Ejecucion",343
128,3,"2009-12-21","Presento informe al 20/12/2009","En Ejecucion",344
128,3,"2010-03-25","Presento informe al 22/03/2010","En Ejecucion",336
128,4,"2010-06-20","Presento informe Final + Art. Cient + CD al 21/06/2010","Culminado",345
129,2,"2007-06-20","Nuevo al 20/06/2007","Nuevo",346
129,3,"2007-09-20","Presento informe al 20/09/2007","En Ejecucion",347
129,3,"2007-12-26","Presento carta solicitando una ampliacion al 20/12/2007","En Ejecucion",348
129,3,"2008-03-24","No presento informe al 20/03/2008","En Ejecucion",349
129,3,"2008-06-27","No presento informe al 20/06/2008","En Ejecucion",350
129,3,"2008-09-30","No presento informe al 20/09/2008","En Ejecucion",351
129,4,"2008-12-23","Presento informe final al 20/12/2008","Culminado",352
130,2,"2007-03-20","Nuevo al 20/03/2007","Nuevo",353
130,3,"2007-06-19","Presento informe al 20/06/2007","En Ejecucion",354
130,3,"2007-09-20","Presento informe al 20/09/2007","En Ejecucion",355
130,3,"2007-12-20","Presento informe al 20/12/2007","En Ejecucion",356
130,3,"2008-03-19","Presento informe al 20/03/2008","En Ejecucion",357
130,3,"2008-06-27","Presento informe al 20/06/2008","En Ejecucion",358
130,3,"2008-09-18","Presento Carta solicitando ampliacion de 1 trimestre al 20/09/2008","En Ejecucion",359
130,4,"2008-12-29","Presento informe final (CD) al 20/12/2008","Culminado",360
131,2,"2009-06-15","Nuevo al 20/06/2009","Nuevo",361
131,3,"2009-09-22","Presento informe al 20/09/2009","En Ejecucion",362
131,3,"2009-12-21","Presento informe al 20/12/2009","En Ejecucion",363
131,3,"2010-03-25","Presento informe al 22/03/2010","En Ejecucion",364
131,4,"2010-06-22","Presento informe final y Art. Cientif.al 21/06/2010","Culminado",365
132,3,"2009-09-21","Presento informe al 20/09/2009","En Ejecucion",366
132,3,"2009-12-21","Presento informe al 20/12/2009","En Ejecucion",374
132,3,"2010-03-25","Presento informe al 22/03/2010","En Ejecucion",375
132,3,"2010-06-21","Presento informe al 21/06/2010","En Ejecucion",376
132,3,"2010-09-20","Presento informe al 20/09/2010","En Ejecucion",377
132,3,"2010-12-22","Presento informe al 20/12/2010","En Ejecucion",378
132,3,"2011-03-21","Presento informe al 18/03/2011","En Ejecucion",379
132,3,"2011-06-21","Presento informe al 18/06/2011","En Ejecucion",380
132,3,"2011-09-21","Presento informe al 18/09/2011","En Ejecucion",381
132,3,"2011-12-22","Presento informe al 18/12/2011","En Ejecucion",367
132,3,"2012-06-22","Presento informe al 20/06/2012","En Ejecucion",368
132,3,"2012-10-09","Presento informe al 20/09/2012","En Ejecucion",369
132,3,"2012-12-18","Presento informe al 18/12/2012","En Ejecucion",370
132,3,"2013-06-21","Presento informe al 21/06/2013","En Ejecucion",371
132,3,"2013-09-20","Presento informe al 20/09/2013","En Ejecucion",372
132,3,"2013-12-17","No presento informe al 20/12/2013. Carta solicit. ampliacion hasta 7/3/14","En Ejecucion",373
132,4,"2014-03-18","Presento informe al 20/03/2014","Culminado",382
133,2,"2009-06-17","Nuevo al 20/06/2009","Nuevo",383
133,3,"2009-09-22","Presento informe al 20/09/2009","En Ejecucion",384
133,3,"2009-12-21","Presento informe al 20/12/2009","En Ejecucion",389
133,3,"2010-03-22","Presento informe al 22/03/2010","En Ejecucion",390
133,3,"2010-09-17","Presento informe al 20/09/2010","En Ejecucion",391
133,3,"2010-12-22","Presento informe al 20/12/2010","En Ejecucion",392
133,3,"2011-03-21","Presento informe al 18/03/2011","En Ejecucion",393
133,3,"2011-06-21","Presento informe al 18/06/2011","En Ejecucion",394
133,3,"2011-09-26","Presento informe al 18/09/2011","En Ejecucion",395
133,3,"2011-12-22","Presento informe al 18/12/2011","En Ejecucion",396
133,3,"2012-03-20","Presento informe al 20/03/2012","En Ejecucion",385
133,3,"2012-06-22","Presento informe al 20/06/2012","En Ejecucion",386
133,3,"2012-10-09","Presento informe al 20/09/2012","En Ejecucion",387
133,3,"2012-12-18","Presento informe al 18/12/2012","En Ejecucion",388
133,4,"2016-01-18","Culminado al 18-01-2016 presento :  -Articulo cientifico -CD","Culminado",5707
135,2,"2011-06-21","Nuevo al 18/06/2011","Nuevo",397
135,3,"2011-09-21","Presento informe al 18/09/2011","En Ejecucion",398
135,3,"2011-12-26","Presento informe al 18/12/2011","En Ejecucion",399
135,4,"2012-03-21","Presento informe final y Art.Cientif.al 20/03/2012","Culminado",400
136,2,"2012-06-21","Nuevo al 20/06/2012","Nuevo",401
136,3,"2012-09-19","Presento informe al 20/09/2012","En Ejecucion",402
136,3,"2012-12-18","Presento informe al 18/12/2012","En Ejecucion",404
136,3,"2013-06-18","Presento informe al 21/06/2013","En Ejecucion",405
136,3,"2013-09-21","Presento informe al 20/09/2013","En Ejecucion",406
136,3,"2013-12-16","Presento informe al 20/12/2013","En Ejecucion",407
136,3,"2014-06-18","Presento informe al 20/06/2014","En Ejecucion",408
136,3,"2014-09-22","Presento informe al 19/09/2014","En Ejecucion",409
136,3,"2014-12-18","Presento informe al 19/12/2014","En Ejecucion",410
136,3,"2015-03-18","Presento informe anual  e informe trimestral al 20/03/2015","En Ejecucion",411
136,3,"2015-06-20","Presento informe al 19/06/2015","En Ejecucion",403
136,3,"2015-09-17","En Ejecucion al 17-09-2015 presento :  -Informe Trimestral","En Ejecucion",4655
136,3,"2015-12-17","En Ejecucion al 17-12-2015 presento :  -Informe Trimestral -Carta","En Ejecucion",5210
136,3,"2016-03-28","En Ejecucion al 28-03-2016 presento :  -Informe Trimestral -Carta","En Ejecucion",6299
136,3,"2016-06-27","En Ejecucion al 27-06-2016 presento :  -Informe Trimestral -Carta","En Ejecucion",7425
136,3,"2016-09-29","En Ejecucion al 29-09-2016 presento :  -Carta  N° 002/2016-UI-FA-UNAS","En Ejecucion",7984
136,3,"2016-12-22","En Ejecucion al 22-12-2016 presento :  CARTA N° 027/2016-UI-FA-UNAS","En Ejecucion",8404
136,3,"2017-03-29","En Ejecucion al 29-03-2017 presento :  -Informe Trimestral -Carta N° 001/2017-UI-FA-UNAS solicita ampliacion de dos años a Diciembre 2018","En Ejecucion",8542
136,3,"2017-07-03","En Ejecucion al 03-07-2017 presento :  -Informe Trimestral -Carta","En Ejecucion",8626
136,3,"2017-09-30","En Ejecucion al 30-09-2017 presento :  -Informe Trimestral -Carta","En Ejecucion",8743
136,3,"2018-06-28","En Ejecucion al 28-06-2018 presento :  -Informe Trimestral -Carta","En Ejecucion",9306
136,3,"2018-12-28","En Ejecucion al 28-12-2018 presento :  -Informe Trimestral -Carta","En Ejecucion",9587
136,3,"2019-03-28","En Ejecucion al 28-03-2019 presento :  -Informe Trimestral -Carta","En Ejecucion",9734
136,3,"2019-06-28","En Ejecucion al 28-06-2019 presento :  -Informe Trimestral -Carta","En Ejecucion",10005
136,3,"2019-09-27","En Ejecucion al 27-09-2019 presento :  -Informe Trimestral -Carta","En Ejecucion",10190
136,3,"2019-12-27","En Ejecucion al 27-12-2019 presento :  -Informe Trimestral -Carta","En Ejecucion",10333
136,3,"2020-03-20","En Ejecucion al 20-03-2020 presento :  -Informe Trimestral -Carta","En Ejecucion",10526
136,3,"2020-06-20","En Ejecucion al 20-06-2020 presento :  -Informe Trimestral -Carta","En Ejecucion",10527
136,3,"2020-07-31","En Ejecucion al 31-07-2020 presento :  -Informe Trimestral -Carta","En Ejecucion",10528
136,3,"2020-09-30","En Ejecucion al 30-09-2020 presento :  -Informe Trimestral -Carta","En Ejecucion",10851
136,3,"2020-12-30","En Ejecucion al 30-12-2020 presento :  -Informe Trimestral -Carta","En Ejecucion",10925
137,2,"2012-06-26","Nuevo al 20/06/2012","Nuevo",412
137,3,"2012-09-19","Presento informe al 20/09/2012","En Ejecucion",413
137,3,"2013-09-20","Presento informe al 20/09/2013","En Ejecucion",414
137,3,"2013-12-18","Presento informe al 20/12/2013","En Ejecucion",415
137,4,"2014-03-21","Presento informe final + CD-Room falta Art.Cientif.al 20/03/2014","Culminado",416
138,3,"2013-06-21","Presento informe al 21/06/2013","En Ejecucion",417
138,3,"2013-09-20","Presento informe al 20/09/2013","En Ejecucion",418
138,3,"2013-12-17","Presento informe al 20/12/2013","En Ejecucion",419
138,3,"2014-03-20","Presento informe al 20/03/2014","En Ejecucion",420
138,3,"2014-06-20","Presento informe al 20/06/2014","En Ejecucion",421
138,4,"2014-09-26","Presento informe final y Art. Cientif, al 19/09/2014","Culminado",422
139,2,"2013-06-21","Nuevo Proyecto de Investigacion al 21/06/2013","Nuevo",423
139,3,"2013-09-20","Presento informe al 20/09/2013","En Ejecucion",424
139,3,"2013-12-18","Presento informe al 20/12/2013","En Ejecucion",425
139,3,"2014-03-27","Presento informe al 20/03/2014","En Ejecucion",426
139,4,"2014-06-20","Presento informe final y articulo cientifico + CD-ROM al 20/06/2014","Culminado",427
140,2,"2013-06-21","Nuevo Proyecto de Investigacion al 21/06/2013","Nuevo",428
140,3,"2013-09-20","Presento informe al 20/09/2013","En Ejecucion",429
140,3,"2013-12-17","Presento informe al 20/12/2013","En Ejecucion",430
140,3,"2014-03-20","Presento informe al 20/03/2014","En Ejecucion",431
140,3,"2014-06-20","Presento informe al 20/06/2014","En Ejecucion",432
140,3,"2014-09-22","Presento informe al 19/09/2014","En Ejecucion",433
140,3,"2014-12-18","Presento Carta solicitando 1 trim. de ampl. p informe final al 19/12/2014","En Ejecucion",434
140,4,"2015-03-23","Presento informe final + articulo cientifico + CD-ROM al 20/03/2015","Culminado",435
141,2,"2015-06-30","Nuevo al 19/06/2015","Nuevo",436
141,4,"2015-12-28","Culminado al 28-12-2015 presento :  -Informe final -Articulo cientifico -CD","Culminado",5568
142,2,"2015-07-06","Nuevo al 19/06/2015","Nuevo",437
142,3,"2015-09-17","En Ejecucion al 17-09-2015 presento :  -Informe Trimestral","En Ejecucion",4649
142,3,"2015-12-18","En Ejecucion al 18-12-2015 presento :  -Informe Trimestral -Carta","En Ejecucion",5213
142,3,"2016-03-29","En Ejecucion al 29-03-2016 presento :  -Informe Trimestral -Carta","En Ejecucion",6327
142,3,"2016-03-30","En Ejecucion al 30-03-2016 presento :  -Informe Trimestral -Carta","En Ejecucion",6309
142,3,"2016-06-27","En Ejecucion al 27-06-2016 presento :  -Informe Trimestral -Carta","En Ejecucion",7422
142,3,"2016-09-30","En Ejecucion al 30-09-2016 presento :  -Carta N° 002/2016-UI-FA-UNAS","En Ejecucion",7991
142,3,"2016-12-22","En Ejecucion al 22-12-2016 presento :  -Informe Trimestral -Carta","En Ejecucion",8410
142,3,"2017-03-29","En Ejecucion al 29-03-2017 presento :  -Informe Trimestral -Carta N° 001/2017-UI-FA-UNAS solicita ampliacion de dos trimestres","En Ejecucion",8543
